"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","regulation of sister chromatid segregation","GO:0033045","2.5105302069649356e-17","16.600234548781064","99","988","36","16307","ZWINT,UBE2C,CDC20,PLK1,ANAPC5,CCNB1,PTTG1,NDC80,MAD2L1,AURKB,CDT1,CENPE,DLGAP5,BUB1,BIRC5,TPR,SPC24,HNRNPU,ESPL1,NUF2,KNTC1,CENPF,TACC3,TTK,INCENP,ZW10,SMARCC1,SMARCC2,BUB1B,ANAPC1,SMARCB1,FBXO5,CDCA8,ATM,ANAPC7,ACTL6A"
"GO:BP","regulation of DNA replication","GO:0006275","3.863793211975632e-17","16.412986124829285","118","988","39","16307","CCNA2,RUVBL1,MCM5,CDT1,BLM,TICRR,MCM4,GINS2,RFC5,NUCKS1,MCM3,SMC3,YY1,DSCC1,MCM7,PCNA,EHMT2,DHX9,MCM2,RFC3,CCDC88A,MCM6,CHTF18,DNA2,UCHL5,FBXO5,ATRX,TSPYL2,E2F8,RUVBL2,JADE1,RFC4,GINS4,POLE3,PDS5A,NBN,ATAD5,NFRKB,ACTL6A"
"GO:BP","metaphase/anaphase transition of mitotic cell cycle","GO:0007091","3.8747450085720145e-17","16.411756872516094","89","988","34","16307","ZWINT,UBE2C,CDC20,PLK1,ANAPC5,CCNB1,NDC80,MAD2L1,AURKB,CDT1,CENPE,DLGAP5,BUB1,BIRC5,TPR,SPC24,ESPL1,NUF2,KNTC1,CENPF,TACC3,TTK,INCENP,ZW10,SMARCC1,SMARCC2,BUB1B,ANAPC1,SMARCB1,FBXO5,CDCA8,ATM,ANAPC7,ACTL6A"
"GO:BP","metaphase/anaphase transition of cell cycle","GO:0044784","8.705323899410254e-17","16.060215065430093","91","988","34","16307","ZWINT,UBE2C,CDC20,PLK1,ANAPC5,CCNB1,NDC80,MAD2L1,AURKB,CDT1,CENPE,DLGAP5,BUB1,BIRC5,TPR,SPC24,ESPL1,NUF2,KNTC1,CENPF,TACC3,TTK,INCENP,ZW10,SMARCC1,SMARCC2,BUB1B,ANAPC1,SMARCB1,FBXO5,CDCA8,ATM,ANAPC7,ACTL6A"
"GO:BP","regulation of mitotic sister chromatid separation","GO:0010965","3.691830538174686e-16","15.432758242105688","58","988","27","16307","ZWINT,CDC20,PLK1,ANAPC5,CCNB1,PTTG1,NDC80,MAD2L1,AURKB,CDT1,DLGAP5,BUB1,BIRC5,TPR,SPC24,ESPL1,NUF2,KNTC1,CENPF,TTK,INCENP,ZW10,BUB1B,FBXO5,CDCA8,ATM,ANAPC7"
"GO:BP","spindle organization","GO:0007051","5.38716315035886e-16","15.268639871636589","174","988","46","16307","RPS3,RCC1,STMN1,KIF11,PLK1,TPX2,CCNB1,ASPM,KIF4A,NDC80,KIFC1,AURKB,CENPE,DLGAP5,BIRC5,TPR,HNRNPU,SMC1A,AURKA,NUF2,NEK2,STIL,FSD1,INTS13,SMC3,MISP,TACC3,TTK,INCENP,RAN,KIF23,SPAG5,PSRC1,WDR62,GPSM2,RACGAP1,NUP62,AAAS,KPNB1,CDCA8,LSM14A,MZT1,CHD3,STAG2,CEP192,STAG1"
"GO:BP","regulation of chromosome separation","GO:1905818","6.6271804152982455e-16","15.178671206215611","64","988","28","16307","ZWINT,CDC20,PLK1,ANAPC5,CCNB1,PTTG1,NDC80,MAD2L1,AURKB,CDT1,DLGAP5,BUB1,BIRC5,TPR,SPC24,ESPL1,NUF2,KNTC1,CENPF,TTK,INCENP,ZW10,BUB1B,FBXO5,CDCA8,CSNK2A1,ATM,ANAPC7"
"GO:BP","regulation of mitotic metaphase/anaphase transition","GO:0030071","9.464201209331801e-16","15.023916035162289","86","988","32","16307","ZWINT,UBE2C,CDC20,PLK1,ANAPC5,CCNB1,NDC80,MAD2L1,AURKB,CDT1,CENPE,DLGAP5,BUB1,BIRC5,TPR,SPC24,ESPL1,NUF2,KNTC1,CENPF,TTK,INCENP,ZW10,SMARCC1,SMARCC2,BUB1B,SMARCB1,FBXO5,CDCA8,ATM,ANAPC7,ACTL6A"
"GO:BP","mitotic sister chromatid separation","GO:0051306","9.966854844347272e-16","15.001441866687193","60","988","27","16307","ZWINT,CDC20,PLK1,ANAPC5,CCNB1,PTTG1,NDC80,MAD2L1,AURKB,CDT1,DLGAP5,BUB1,BIRC5,TPR,SPC24,ESPL1,NUF2,KNTC1,CENPF,TTK,INCENP,ZW10,BUB1B,FBXO5,CDCA8,ATM,ANAPC7"
"GO:BP","regulation of metaphase/anaphase transition of cell cycle","GO:1902099","1.9332853650376046e-15","14.7137040366522","88","988","32","16307","ZWINT,UBE2C,CDC20,PLK1,ANAPC5,CCNB1,NDC80,MAD2L1,AURKB,CDT1,CENPE,DLGAP5,BUB1,BIRC5,TPR,SPC24,ESPL1,NUF2,KNTC1,CENPF,TTK,INCENP,ZW10,SMARCC1,SMARCC2,BUB1B,SMARCB1,FBXO5,CDCA8,ATM,ANAPC7,ACTL6A"
"GO:BP","negative regulation of chromosome organization","GO:2001251","8.24009437611666e-15","14.084067814177645","92","988","32","16307","TOP2A,HNRNPA1,ZWINT,CDC20,PLK1,CCNB1,HNRNPC,PTTG1,NDC80,MAD2L1,AURKB,CDT1,PARP1,BUB1,BIRC5,TPR,SPC24,HNRNPU,ESPL1,NUF2,KNTC1,CENPF,TTK,INCENP,ZW10,PIF1,BUB1B,FBXO5,ATRX,CDCA8,NBN,ATM"
"GO:BP","chromosome separation","GO:0051304","9.598548244768788e-15","14.017794447894131","70","988","28","16307","ZWINT,CDC20,PLK1,ANAPC5,CCNB1,PTTG1,NDC80,MAD2L1,AURKB,CDT1,DLGAP5,BUB1,BIRC5,TPR,SPC24,ESPL1,NUF2,KNTC1,CENPF,TTK,INCENP,ZW10,BUB1B,FBXO5,CDCA8,CSNK2A1,ATM,ANAPC7"
"GO:BP","DNA biosynthetic process","GO:0071897","9.742321243250145e-15","14.011337554104148","158","988","42","16307","MYC,HNRNPA1,POLA1,FGFR4,PCLAF,DKC1,HNRNPC,AURKB,HSP90AB1,MAP3K4,CCT7,HNRNPU,GINS2,NEK2,RFC5,NHP2,POLD1,HNRNPD,DACH1,DSCC1,CCT3,USP1,CCT4,CCT2,PCNA,PIF1,HNRNPA2B1,TYMS,XRCC5,DTL,RFC3,CHTF18,POLD3,CCT8,HSP90AA1,JADE1,RFC4,GINS4,PTGES3,ATM,RPA1,POLE"
"GO:BP","negative regulation of mitotic sister chromatid separation","GO:2000816","2.0823494069800456e-14","13.68144639644334","47","988","23","16307","ZWINT,CDC20,PLK1,CCNB1,PTTG1,NDC80,MAD2L1,AURKB,CDT1,BUB1,BIRC5,TPR,SPC24,NUF2,KNTC1,CENPF,TTK,INCENP,ZW10,BUB1B,FBXO5,CDCA8,ATM"
"GO:BP","negative regulation of sister chromatid segregation","GO:0033046","2.0823494069800456e-14","13.68144639644334","47","988","23","16307","ZWINT,CDC20,PLK1,CCNB1,PTTG1,NDC80,MAD2L1,AURKB,CDT1,BUB1,BIRC5,TPR,SPC24,NUF2,KNTC1,CENPF,TTK,INCENP,ZW10,BUB1B,FBXO5,CDCA8,ATM"
"GO:BP","negative regulation of mitotic sister chromatid segregation","GO:0033048","2.0823494069800456e-14","13.68144639644334","47","988","23","16307","ZWINT,CDC20,PLK1,CCNB1,PTTG1,NDC80,MAD2L1,AURKB,CDT1,BUB1,BIRC5,TPR,SPC24,NUF2,KNTC1,CENPF,TTK,INCENP,ZW10,BUB1B,FBXO5,CDCA8,ATM"
"GO:BP","regulation of mitotic sister chromatid segregation","GO:0033047","2.5514169808710697e-14","13.59321855836689","52","988","24","16307","ZWINT,CDC20,PLK1,CCNB1,PTTG1,NDC80,MAD2L1,AURKB,CDT1,BUB1,BIRC5,TPR,SPC24,HNRNPU,NUF2,KNTC1,CENPF,TTK,INCENP,ZW10,BUB1B,FBXO5,CDCA8,ATM"
"GO:BP","negative regulation of chromosome segregation","GO:0051985","6.351532973862993e-14","13.197121442937844","49","988","23","16307","ZWINT,CDC20,PLK1,CCNB1,PTTG1,NDC80,MAD2L1,AURKB,CDT1,BUB1,BIRC5,TPR,SPC24,NUF2,KNTC1,CENPF,TTK,INCENP,ZW10,BUB1B,FBXO5,CDCA8,ATM"
"GO:BP","negative regulation of chromosome separation","GO:1905819","6.351532973862993e-14","13.197121442937844","49","988","23","16307","ZWINT,CDC20,PLK1,CCNB1,PTTG1,NDC80,MAD2L1,AURKB,CDT1,BUB1,BIRC5,TPR,SPC24,NUF2,KNTC1,CENPF,TTK,INCENP,ZW10,BUB1B,FBXO5,CDCA8,ATM"
"GO:BP","negative regulation of mitotic metaphase/anaphase transition","GO:0045841","8.92064350109624e-14","13.049603816151338","45","988","22","16307","ZWINT,CDC20,PLK1,CCNB1,NDC80,MAD2L1,AURKB,CDT1,BUB1,BIRC5,TPR,SPC24,NUF2,KNTC1,CENPF,TTK,INCENP,ZW10,BUB1B,FBXO5,CDCA8,ATM"
"GO:BP","DNA strand elongation","GO:0022616","1.3753424100352618e-13","12.861589164905684","37","988","20","16307","POLA1,RUVBL1,MCM4,NUCKS1,MCM3,YY1,MCM7,PCNA,RFC3,DNA2,POLD3,UCHL5,RUVBL2,RFC4,POLE3,NBN,LIG1,NFRKB,ACTL6A,POLE"
"GO:BP","positive regulation of DNA biosynthetic process","GO:2000573","2.4524002397438716e-13","12.610408650088665","67","988","26","16307","MYC,HNRNPA1,FGFR4,DKC1,AURKB,HSP90AB1,MAP3K4,CCT7,GINS2,NEK2,RFC5,DSCC1,CCT3,USP1,CCT4,CCT2,PCNA,XRCC5,RFC3,CHTF18,CCT8,HSP90AA1,RFC4,GINS4,PTGES3,ATM"
"GO:BP","negative regulation of metaphase/anaphase transition of cell cycle","GO:1902100","2.6660846966285493e-13","12.574126057962618","47","988","22","16307","ZWINT,CDC20,PLK1,CCNB1,NDC80,MAD2L1,AURKB,CDT1,BUB1,BIRC5,TPR,SPC24,NUF2,KNTC1,CENPF,TTK,INCENP,ZW10,BUB1B,FBXO5,CDCA8,ATM"
"GO:BP","negative regulation of mitotic nuclear division","GO:0045839","2.9172347525242325e-13","12.535028621401509","52","988","23","16307","ZWINT,CDC20,PLK1,CCNB1,NDC80,MAD2L1,AURKB,CDT1,BUB1,BIRC5,TPR,SPC24,NUF2,KNTC1,CHEK1,CENPF,TTK,INCENP,ZW10,BUB1B,FBXO5,CDCA8,ATM"
"GO:BP","negative regulation of nuclear division","GO:0051784","2.9172347525242325e-13","12.535028621401509","57","988","24","16307","ZWINT,CDC20,PLK1,CCNB1,NDC80,MAD2L1,AURKB,CDT1,BUB1,FBXO43,BIRC5,TPR,SPC24,NUF2,KNTC1,CHEK1,CENPF,TTK,INCENP,ZW10,BUB1B,FBXO5,CDCA8,ATM"
"GO:BP","regulation of DNA biosynthetic process","GO:2000278","3.1383497289230576e-13","12.50329866148895","110","988","33","16307","MYC,HNRNPA1,FGFR4,DKC1,HNRNPC,AURKB,HSP90AB1,MAP3K4,CCT7,HNRNPU,GINS2,NEK2,RFC5,HNRNPD,DACH1,DSCC1,CCT3,USP1,CCT4,CCT2,PCNA,PIF1,HNRNPA2B1,XRCC5,RFC3,CHTF18,CCT8,HSP90AA1,JADE1,RFC4,GINS4,PTGES3,ATM"
"GO:BP","metaphase plate congression","GO:0051310","3.4299302707797293e-13","12.464714708914492","68","988","26","16307","FAM83D,CCNB1,KIF14,KIF2C,NDC80,KIFC1,AURKB,CDT1,CENPE,SEH1L,BIRC5,HNRNPU,NUF2,CENPF,KIF22,CDCA5,INCENP,EML4,ZW10,SPAG5,PSRC1,NUP62,KPNB1,CDCA8,KIF18A,BOD1"
"GO:BP","attachment of spindle microtubules to kinetochore","GO:0008608","3.623643060208671e-13","12.440854588207232","43","988","21","16307","CCNB1,KIF2C,NDC80,AURKB,CDT1,CENPE,SEH1L,RCC2,BIRC5,SPC24,HNRNPU,NUF2,NEK2,ECT2,INCENP,EML4,SPAG5,KNL1,RACGAP1,CDCA8,BOD1"
"GO:BP","recombinational repair","GO:0000725","4.3754690405048497e-13","12.358975384748074","168","988","41","16307","RAD21,BRCA1,CDC45,RUVBL1,MCM5,BLM,PARP1,FEN1,MCM4,GINS2,KDM1A,NUCKS1,MCM3,CHEK1,XRCC6,MAGEF1,YY1,MCM7,SMC6,UBQLN4,RAD54L,MCM2,MRGBP,XRCC5,MCM6,RAD51AP1,PARPBP,RECQL4,RIF1,TRRAP,SFPQ,FUS,RHNO1,RUVBL2,GINS4,NBN,TONSL,ACTL6A,RPA1,MMS19,XRCC2"
"GO:BP","mitotic spindle assembly checkpoint signaling","GO:0007094","6.195711969193078e-13","12.207908780244281","44","988","21","16307","ZWINT,CDC20,PLK1,CCNB1,NDC80,MAD2L1,AURKB,CDT1,BUB1,BIRC5,TPR,SPC24,NUF2,KNTC1,CENPF,TTK,INCENP,ZW10,BUB1B,CDCA8,ATM"
"GO:BP","mitotic spindle checkpoint signaling","GO:0071174","6.195711969193078e-13","12.207908780244281","44","988","21","16307","ZWINT,CDC20,PLK1,CCNB1,NDC80,MAD2L1,AURKB,CDT1,BUB1,BIRC5,TPR,SPC24,NUF2,KNTC1,CENPF,TTK,INCENP,ZW10,BUB1B,CDCA8,ATM"
"GO:BP","spindle assembly checkpoint signaling","GO:0071173","6.195711969193078e-13","12.207908780244281","44","988","21","16307","ZWINT,CDC20,PLK1,CCNB1,NDC80,MAD2L1,AURKB,CDT1,BUB1,BIRC5,TPR,SPC24,NUF2,KNTC1,CENPF,TTK,INCENP,ZW10,BUB1B,CDCA8,ATM"
"GO:BP","cell cycle checkpoint signaling","GO:0000075","9.781801190640001e-13","12.009581168205129","172","988","41","16307","H2AX,BRCA1,CDK1,ZWINT,CDC20,PLK1,CCNB1,CDC45,NDC80,MAD2L1,AURKB,CDT1,BLM,BUB1,TICRR,BIRC5,TPR,SPC24,NUF2,KNTC1,CHEK1,CENPF,TTK,FANCD2,GTSE1,INCENP,BRIP1,ZW10,CLSPN,DTL,PRPF19,BUB1B,DNA2,ORC1,CDCA8,RHNO1,FZR1,THOC1,NBN,E2F1,ATM"
"GO:BP","spindle checkpoint signaling","GO:0031577","1.0499159899208502e-12","11.97884545004764","45","988","21","16307","ZWINT,CDC20,PLK1,CCNB1,NDC80,MAD2L1,AURKB,CDT1,BUB1,BIRC5,TPR,SPC24,NUF2,KNTC1,CENPF,TTK,INCENP,ZW10,BUB1B,CDCA8,ATM"
"GO:BP","chromosome localization","GO:0050000","1.6189500619491186e-12","11.790766547265417","78","988","27","16307","FAM83D,CCNB1,KIF14,KIF2C,NDC80,KIFC1,AURKB,CDT1,CENPE,DLGAP5,SEH1L,BIRC5,HNRNPU,NUF2,CENPF,KIF22,CDCA5,INCENP,EML4,ZW10,SPAG5,PSRC1,NUP62,KPNB1,CDCA8,KIF18A,BOD1"
"GO:BP","mitotic metaphase plate congression","GO:0007080","1.7843351467745302e-12","11.74852356995732","56","988","23","16307","CCNB1,KIF14,KIF2C,NDC80,KIFC1,AURKB,CDT1,CENPE,SEH1L,BIRC5,HNRNPU,NUF2,KIF22,CDCA5,INCENP,EML4,ZW10,PSRC1,NUP62,KPNB1,CDCA8,KIF18A,BOD1"
"GO:BP","RNA localization","GO:0006403","2.2932548641629183e-12","11.639547676648721","146","988","37","16307","HNRNPA1,NPM1,FBL,XPOT,DKC1,RUVBL1,PEG10,CCT7,NOP58,TPR,HNRNPU,NUP107,NHP2,CCT3,RAN,CCT4,CCT2,DHX9,SRSF3,HNRNPA2B1,NUP188,NUP85,RBM15B,CCT8,NUP62,KPNB1,STAU1,NUP93,RUVBL2,THOC1,ATM,XPO5,THOC3,THOC6,MEX3D,YBX1,CASC3"
"GO:BP","telomere maintenance","GO:0000723","2.438703384920596e-12","11.612841018926074","139","988","36","16307","MYC,HNRNPA1,DKC1,HNRNPC,AURKB,HSP90AB1,MAP3K4,CCT7,BLM,PARP1,FEN1,HNRNPU,NEK2,NHP2,XRCC6,EXO1,HNRNPD,CCT3,CCT4,CCT2,PCNA,SMC6,APEX1,PIF1,HNRNPA2B1,XRCC5,DNA2,CCT8,RECQL4,RIF1,ATRX,HSP90AA1,NBN,PTGES3,ATM,RPA1"
"GO:BP","establishment of chromosome localization","GO:0051303","3.120294999552974e-12","11.505804344884886","74","988","26","16307","FAM83D,CCNB1,KIF14,KIF2C,NDC80,KIFC1,AURKB,CDT1,CENPE,SEH1L,BIRC5,HNRNPU,NUF2,CENPF,KIF22,CDCA5,INCENP,EML4,ZW10,SPAG5,PSRC1,NUP62,KPNB1,CDCA8,KIF18A,BOD1"
"GO:BP","DNA conformation change","GO:0071103","3.5603455641406947e-12","11.448507847724862","63","988","24","16307","TOP2A,HMGA1,HMGB1,HMGB2,CDC45,MCM5,BLM,MCM4,GINS2,MCM3,MCM7,DHX9,MCM2,PIF1,HNRNPA2B1,MCM6,DDX11,DNA2,RECQL4,GINS4,NBN,TOP2B,TOP1MT,RPA1"
"GO:BP","DNA geometric change","GO:0032392","1.1443048497052743e-11","10.94145826146267","55","988","22","16307","TOP2A,HMGA1,HMGB1,HMGB2,CDC45,MCM5,BLM,MCM4,GINS2,MCM3,MCM7,DHX9,MCM2,PIF1,HNRNPA2B1,MCM6,DDX11,DNA2,RECQL4,GINS4,NBN,RPA1"
"GO:BP","ribosomal small subunit biogenesis","GO:0042274","2.381924198251802e-11","10.62307206351016","68","988","24","16307","NPM1,RPS21,RPS25,RPSA,RPS14,RPS7,RPS5,RPS6,XRCC5,DHX37,RPS8,RPS15,RPS24,TSR1,RPS28,HEATR1,NOL11,RPS27,KRI1,UTP20,RPP40,WDR43,WDR3,UTP4"
"GO:BP","double-strand break repair via homologous recombination","GO:0000724","2.4578677368922068e-11","10.609441491133602","165","988","38","16307","RAD21,BRCA1,CDC45,RUVBL1,MCM5,BLM,PARP1,FEN1,MCM4,GINS2,KDM1A,NUCKS1,MCM3,CHEK1,MAGEF1,YY1,MCM7,SMC6,UBQLN4,RAD54L,MCM2,MRGBP,MCM6,RAD51AP1,PARPBP,RECQL4,RIF1,TRRAP,SFPQ,FUS,RUVBL2,GINS4,NBN,TONSL,ACTL6A,RPA1,MMS19,XRCC2"
"GO:BP","regulation of DNA-templated DNA replication","GO:0090329","3.0422638043209506e-11","10.516803129601417","52","988","21","16307","MCM5,CDT1,BLM,TICRR,MCM4,GINS2,RFC5,MCM3,DSCC1,MCM7,PCNA,MCM2,RFC3,MCM6,CHTF18,FBXO5,ATRX,E2F8,RFC4,GINS4,NBN"
"GO:BP","DNA strand elongation involved in DNA replication","GO:0006271","3.782452697276867e-11","10.422226494485235","15","988","12","16307","POLA1,MCM4,MCM3,MCM7,PCNA,RFC3,DNA2,POLD3,RFC4,POLE3,LIG1,POLE"
"GO:BP","mitotic cell cycle checkpoint signaling","GO:0007093","6.96579197271512e-11","10.157029499508981","132","988","33","16307","BRCA1,CDK1,ZWINT,CDC20,PLK1,CCNB1,NDC80,MAD2L1,AURKB,CDT1,BLM,BUB1,TICRR,BIRC5,TPR,SPC24,NUF2,KNTC1,CHEK1,CENPF,TTK,FANCD2,GTSE1,INCENP,ZW10,CLSPN,DTL,BUB1B,ORC1,CDCA8,FZR1,NBN,ATM"
"GO:BP","regulation of ubiquitin protein ligase activity","GO:1904666","1.0765812503336603e-10","9.96795318809783","19","988","13","16307","UBE2C,CDC20,PLK1,RPL5,MAD2L1,UBE2S,PTEN,RPS7,FBXO5,RPL23,FZR1,CDKN2A,RPL11"
"GO:BP","positive regulation of chromosome organization","GO:2001252","1.5597096442458534e-10","9.806956242439432","93","988","27","16307","RAD21,HNRNPA1,NCAPD2,NCAPH,NCAPG,AURKB,CDT1,MAP3K4,CCT7,TRIM28,SMC2,FEN1,TPR,NEK2,HNRNPD,CCT3,CCT4,CCT2,SMC4,HNRNPA2B1,XRCC5,DDX11,CCT8,ATRX,NBN,ATM,DNMT1"
"GO:BP","mitotic spindle assembly","GO:0090307","1.788863808916635e-10","9.747422722198108","68","988","23","16307","KIF11,PLK1,TPX2,KIF4A,KIFC1,AURKB,BIRC5,TPR,HNRNPU,SMC1A,SMC3,MISP,INCENP,KIF23,RACGAP1,AAAS,KPNB1,CDCA8,LSM14A,MZT1,STAG2,CEP192,STAG1"
"GO:BP","telomere organization","GO:0032200","2.2150615761435181e-10","9.654614196390057","169","988","37","16307","MYC,HNRNPA1,DKC1,HNRNPC,AURKB,HSP90AB1,MAP3K4,CCT7,BLM,PARP1,FEN1,HNRNPU,NEK2,NHP2,XRCC6,EXO1,HNRNPD,CCT3,CCT4,CCT2,PCNA,H3-3B,SMC6,APEX1,PIF1,HNRNPA2B1,XRCC5,DNA2,CCT8,RECQL4,RIF1,ATRX,HSP90AA1,NBN,PTGES3,ATM,RPA1"
