GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	0.00029061975930180485	0.00029061975930180485	+1	NRBP1,RAB1B,SEC24A,TBC1D20,ERGIC1,TRAPPC9,TMED9,PPP6C,ANK1,SEC23A,YIPF5,COPG1,SAR1A,KDELR2,PDCD6,COPB1,SEC16A,TMED4,COPA,SEC24D,SEC22B,GOLGA2
GO:0070831	basement membrane assembly	0.00029588886387705465	0.00029588886387705465	+1	DAG1,LAMB1,LAMB3,LAMB2,NTN4,PHLDB2,PXDN
GO:0010952	positive regulation of peptidase activity	0.00043004305779472063	0.00043004305779472063	+1	EIF2AK3,APH1B,BCL2L13,BID,ARL6IP5,PMAIP1,EFNA1,SMAD3,PSME1,PICALM,PDCD6,CLDN4,COL4A3,DAP,CYFIP2,NCSTN,MBP,RPS27L,RCN3,VSIR,CTSD,STAT3,PERP,GRN,GSN
GO:0034446	substrate adhesion-dependent cell spreading	0.0005439036352134226	0.0005439036352134226	+1	WASHC2C,DOCK5,P4HB,LAMB1,LAMB3,LAMB2,LAMA5,VAMP3,EFNA1,LIMS2,LAMC1,CALR,NEDD9,PARVA,FBLN1,NTN4,MEGF9,ITGAV
GO:0007160	cell-matrix adhesion	0.0006214955495442665	0.0006214955495442665	+1	JUP,TRIP6,ITGA1,MINK1,ITGB4,CDH13,MKLN1,RRAS,GSK3B,LIMCH1,CD44,ITGA2,PTK2B,MSLN,RHOD,L1CAM,CD63,UTRN,ITGB8,ITGA5,CDK6,PHLDB2,ITGAV,ITGB5,ITGB1,PTPRJ,CSF1,SERPINE1
GO:1905049	negative regulation of metallopeptidase activity	0.0006259842027193596	0.0006259842027193596	+1	TIMP1,PICALM,TIMP2,LRP1,TIMP3
GO:0110011	regulation of basement membrane organization	0.0006847728617943953	0.0006847728617943953	+1	LAMA1,DAG1,LAMB1,LAMB2,LAMC1,PHLDB2
GO:0046777	protein autophosphorylation	0.0007332519105518318	0.0007332519105518318	+1	EIF2AK3,MAP3K9,FGFR3,MINK1,MKNK2,GRK5,GSK3B,PTK6,TNKS1BP1,PTK2B,RB1CC1,AAK1,ULK2,ERRFI1,EIF2AK1,UHMK1,EGFR,ATG13,HTATIP2,PDGFA,INSR,RAP2C,STK26,FAM20C,GPNMB,CHP1,LMTK2,MVP
GO:0048638	regulation of developmental growth	0.0007587127769550678	0.0007587127769550678	+1	GOLGA4,MEGF8,FGFR3,DUSP10,WWC1,GSK3B,SMURF1,WWC3,APP,SEMA4B,ULK2,LATS2,LIMK1,STAT5B,L1CAM,CELF1,TGFBR3,INSR,AGRN,SEMA5A,BASP1,SEMA3B,GDF15,OLFM1,CDKN1A
GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	0.0007798520118132808	0.0007798520118132808	+1	HMOX1,TNFRSF1A,BID,GSK3B,PMAIP1,SORT1,MADD,LGALS3,TNFRSF10C,TNFAIP3,TNFRSF10B,ICAM1,TIMP3,SERPINE1
GO:0006900	vesicle budding from membrane	0.000869181662189511	0.000869181662189511	+1	AP3S1,SEC24A,TBC1D20,TRAPPC9,GOLPH3,TMED9,CHMP4B,PPP6C,WASL,SEC23A,SAR1A,PICALM,PDCD6,RILP,SEC24D
GO:0002064	epithelial cell development	0.0009064784375506327	0.0009064784375506327	+1	AFDN,RHEB,PAX6,TNFRSF1A,GSK3B,RAPGEF1,RAPGEF2,WNT7B,IL6ST,EPHA2,RAP2C,PODXL,ICAM1,CDK6,PDE2A,COL18A1,MYO1E,GSTM3
GO:0035987	endodermal cell differentiation	0.0010016321601694523	0.0010016321601694523	+1	SOX17,LAMB1,LAMB3,COL12A1,ITGA5,COL7A1,ITGAV,ITGB5,COL4A2,COL6A1,COL5A1
GO:0044272	sulfur compound biosynthetic process	0.0010598977931583014	0.0010598977931583014	+1	PPT2,CHST12,HS6ST1,ELOVL1,CHST15,B3GNT3,GCLM,TM9SF2,DLD,ACSL3,CSGALNACT1,XYLT1,ACSL1,CHST3,SLC27A2,GSTP1,UST,CHPF,PDK4,PAPSS2,B4GALT4,HS6ST3,CHPF2
GO:0030282	bone mineralization	0.0013642066896319771	0.0013642066896319771	+1	ANO6,EIF2AK3,FGFR3,LGR4,BMP2,PTK2B,ISG15,SBDS,NBR1,RXRA,ECM1,CCN1,BCOR,ANKH,FBN2,ALPL
GO:1904375	regulation of protein localization to cell periphery	0.0014507981801294971	0.0014507981801294971	+1	VAMP8,STX3,ZDHHC7,TMEM59,ABCA2,SPTBN1,ACSL3,GNAI1,PICALM,EGFR,ATP2B4,LGALS3,LRP1,EPHA2,ITGB1,SQSTM1,NKD2,DAB2
GO:0007035	vacuolar acidification	0.0015472760980287516	0.0015472760980287516	+1	ATP6V0D1,ATP6AP1,ATP6V1A,ATP6V1H,ATP6V1D,ATP6AP2,TCIRG1,ATP6V0E1,GRN
GO:2001046	positive regulation of integrin-mediated signaling pathway	0.0018956017288364682	0.0018956017288364682	+1	LAMA1,LAMB1,LAMB2,LIMS2,LAMC1,CD63
GO:1903076	regulation of protein localization to plasma membrane	0.0019426911561628065	0.0019426911561628065	+1	VAMP8,STX3,ZDHHC7,TMEM59,SPTBN1,ACSL3,PICALM,EGFR,ATP2B4,LGALS3,LRP1,EPHA2,ITGB1,SQSTM1,NKD2,DAB2
GO:1903510	mucopolysaccharide metabolic process	0.0020446671818066505	0.0020446671818066505	+1	CHST12,HYAL1,CHST15,B3GNT3,CD44,CSGALNACT1,CHST3,UST,CHPF,B4GALT4,GNS,CEMIP2,CHPF2
GO:1903053	regulation of extracellular matrix organization	0.002067605298771465	0.002067605298771465	+1	LAMA1,DAG1,TNFRSF1A,TNXB,LAMB1,BMP2,LAMB2,SMAD3,LAMC1,LRP1,PHLDB2
GO:0097485	neuron projection guidance	0.002098342714041125	0.002098342714041125	+1	NEXN,LAMA1,MEGF8,DAG1,PLXNA3,PLXNB2,CYFIP1,APP,LAMA5,SEMA4B,EFNA1,PLXNA2,NOTCH3,L1CAM,TRIO,BSG,NIBAN2,PLXND1,EPHA2,NRP2,SEMA5A,WNT5A,SEMA3B,ANOS1
GO:0007411	axon guidance	0.002098342714041125	0.002098342714041125	+1	NEXN,LAMA1,MEGF8,DAG1,PLXNA3,PLXNB2,CYFIP1,APP,LAMA5,SEMA4B,EFNA1,PLXNA2,NOTCH3,L1CAM,TRIO,BSG,NIBAN2,PLXND1,EPHA2,NRP2,SEMA5A,WNT5A,SEMA3B,ANOS1
GO:0006029	proteoglycan metabolic process	0.0021054351876386287	0.0021054351876386287	+1	CHST12,HYAL1,HS6ST1,CHST15,TM9SF2,CSGALNACT1,XYLT1,CHST3,GPC1,UST,CHPF,SULF2,HS6ST3,CHPF2
GO:0033627	cell adhesion mediated by integrin	0.0021338140443275307	0.0021338140443275307	+1	TGFB2,ITGA1,ITGB4,ITGA2,EFNA1,EPHA2,MUC1,ITGB8,PODXL,ITGA5,ITGAV,ITGB5,ITGB1,SERPINE1,FBN1
GO:0031669	cellular response to nutrient levels	0.0022625462599852974	0.0022625462599852974	+1	RICTOR,EIF2AK3,WIPI1,FNIP1,PRKAG2,PRKAA2,PLIN3,MN1,SESN1,PMAIP1,PPARA,GAS6,WDR45,ELAPOR1,RXRA,DAP,LAMP2,PDK4,CPEB4,STK26,GABARAPL1,FOLR1,CDKN1A,LPL
GO:0007042	lysosomal lumen acidification	0.002288776143956184	0.002288776143956184	+1	ATP6AP1,ATP6V1A,ATP6V1H,ATP6V1D,ATP6AP2,TCIRG1,GRN
GO:0006809	nitric oxide biosynthetic process	0.0023989653231476006	0.0023989653231476006	+1	KLF4,CD47,CYB5R3,DDAH1,SMAD3,CYB5B,ATP2B4,NQO1,SIRPA,INSR,ASS1,CLU
GO:0042594	response to starvation	0.002439583619234043	0.002439583619234043	+1	EIF2AK3,WIPI1,FNIP1,PRKAG2,PRKAA2,PLIN3,PPARGC1A,SESN1,PMAIP1,PPARA,ULK2,WDR45,ELAPOR1,EIF2AK1,FOXK1,DAP,LAMP2,PDK4,CPEB4,STK26,GABARAPL1,CDKN1A
GO:0000045	autophagosome assembly	0.0024686606841346575	0.0024686606841346575	+1	WIPI1,RAB1B,ATP2A2,CHMP4B,SMURF1,MTM1,RB1CC1,ULK2,WDR45,ELAPOR1,ATG2A,ATG13,TOM1,TP53INP2,ARFIP2,SEC22B,GABARAPL1
GO:0010950	positive regulation of endopeptidase activity	0.002647707580026098	0.002647707580026098	+1	EIF2AK3,APH1B,BCL2L13,BID,ARL6IP5,PMAIP1,EFNA1,SMAD3,PSME1,PICALM,PDCD6,COL4A3,DAP,CYFIP2,NCSTN,MBP,RPS27L,VSIR,CTSD,STAT3,PERP,GSN
GO:0030206	chondroitin sulfate biosynthetic process	0.0027163998708646326	0.0027163998708646326	+1	CHST12,CHST15,CSGALNACT1,CHST3,CHPF,CHPF2
GO:0050654	chondroitin sulfate proteoglycan metabolic process	0.002796858597117982	0.002796858597117982	+1	CHST12,HYAL1,CHST15,CSGALNACT1,XYLT1,CHST3,CHPF,CHPF2
GO:2001044	regulation of integrin-mediated signaling pathway	0.0030378140792617836	0.0030378140792617836	+1	LAMA1,LAMB1,TIMP1,LAMB2,LIMS2,LAMC1,CD63
GO:0030204	chondroitin sulfate metabolic process	0.0030378140792617836	0.0030378140792617836	+1	CHST12,HYAL1,CHST15,CSGALNACT1,CHST3,CHPF,CHPF2
GO:0050650	chondroitin sulfate proteoglycan biosynthetic process	0.0030378140792617836	0.0030378140792617836	+1	CHST12,CHST15,CSGALNACT1,XYLT1,CHST3,CHPF,CHPF2
GO:1904018	positive regulation of vasculature development	0.003051645381668738	0.003051645381668738	+1	JUP,HMOX1,HYAL1,KLF4,RRAS,SASH1,ANGPTL4,HK2,PDCD6,ECM1,GATA2,ITGB8,ITGA5,SEMA5A,WNT5A,ITGB1,JAK1,GRN,SERPINE1
GO:0045766	positive regulation of angiogenesis	0.003051645381668738	0.003051645381668738	+1	JUP,HMOX1,HYAL1,KLF4,RRAS,SASH1,ANGPTL4,HK2,PDCD6,ECM1,GATA2,ITGB8,ITGA5,SEMA5A,WNT5A,ITGB1,JAK1,GRN,SERPINE1
GO:1905475	regulation of protein localization to membrane	0.0031691745544405172	0.0031691745544405172	+1	VAMP8,STX3,ZDHHC7,TMEM59,PDZK1,SPTBN1,MFF,ACSL3,PICALM,EGFR,ATP2B4,GPC1,LGALS3,LRP1,EPHA2,CHP1,ITGB1,SQSTM1,NKD2,DAB2,GSN
GO:0051452	intracellular pH reduction	0.0031806675918936637	0.0031806675918936637	+1	ATP6V0D1,ATP6AP1,ATP6V1A,ATP6V1H,ATP6V1D,ATP6AP2,RAB20,TCIRG1,ATP6V0E1,GRN
GO:0010466	negative regulation of peptidase activity	0.003247623648674715	0.003247623648674715	+1	CAST,XIAP,FNIP1,BIN1,KLF4,TIMP1,CD44,USP47,GAS6,DNAJB6,PICALM,ECM1,ANXA8L1,PCID2,TIMP2,LRP1,CTSB,ANXA8,TIMP3,SERPINE1
GO:1905037	autophagosome organization	0.0035784176638797363	0.0035784176638797363	+1	WIPI1,RAB1B,ATP2A2,CHMP4B,SMURF1,MTM1,RB1CC1,ULK2,WDR45,ELAPOR1,ATG2A,ATG13,TOM1,TP53INP2,ARFIP2,SEC22B,GABARAPL1
GO:0046209	nitric oxide metabolic process	0.0035784176638797363	0.0035784176638797363	+1	KLF4,CD47,CYB5R3,DDAH1,SMAD3,CYB5B,ATP2B4,NQO1,SIRPA,INSR,ASS1,CLU
GO:0030203	glycosaminoglycan metabolic process	0.0036275714908627363	0.0036275714908627363	+1	CHST12,HYAL1,FUCA1,CHST15,B3GNT3,CD44,CSGALNACT1,XYLT1,CHST3,UST,CHPF,B4GALT4,GNS,CEMIP2,CHPF2
GO:0006022	aminoglycan metabolic process	0.003862116900965201	0.003862116900965201	+1	CHST12,HYAL1,FUCA1,CHST15,B3GNT3,CD44,B3GNT9,CSGALNACT1,XYLT1,CHST3,UST,CHPF,B4GALT4,GNS,CEMIP2,CHPF2
GO:0016241	regulation of macroautophagy	0.003963716443856245	0.003963716443856245	+1	WIPI1,RHEB,PRKAA2,EXOC4,CHMP4B,CAPN1,SESN1,MTM1,ATP6V0D1,WDR45,ATP6V1A,ELAPOR1,ATP6V1H,ATP6V1D,ATG2A,TOM1,ATP6V1G1,SEC22B,ATP6V1E1,ATP6V0E1,OPTN
GO:2001057	reactive nitrogen species metabolic process	0.004061506127414016	0.004061506127414016	+1	KLF4,CD47,CYB5R3,DDAH1,SMAD3,CYB5B,ATP2B4,NQO1,SIRPA,INSR,ASS1,CLU
GO:0031214	biomineral tissue development	0.004306785109542709	0.004306785109542709	+1	ANO6,EIF2AK3,FGFR3,LGR4,BMP2,PTK2B,GAS6,ISG15,SBDS,NBR1,RXRA,ECM1,CCN1,FAM20C,BCOR,ANKH,FBN2,ALPL
GO:0010811	positive regulation of cell-substrate adhesion	0.0044585485295990535	0.0044585485295990535	+1	JUP,DOCK5,P4HB,CDH13,RRAS,GSK3B,PTK2B,LIMS2,CALR,NEDD9,FBLN1,UTRN,CDK6,PTPRJ,CSF1
GO:1904683	regulation of metalloendopeptidase activity	0.0044585485295990535	0.0044585485295990535	+1	PICALM,MBP,STAT3,TIMP3
GO:1904377	positive regulation of protein localization to cell periphery	0.00463681203240458	0.00463681203240458	+1	STX3,SPTBN1,ACSL3,GNAI1,EGFR,ATP2B4,LGALS3,LRP1,EPHA2,ITGB1,SQSTM1,NKD2
GO:0006885	regulation of pH	0.00463681203240458	0.00463681203240458	+1	SLC9A8,SLC26A6,ATP6V0D1,ATP6AP1,ATP6V1A,ATP6V1H,ATP6V1D,PDK4,ATP6AP2,RAB20,TCIRG1,ATP6V0E1,CHP1,GRN
GO:0030100	regulation of endocytosis	0.00463681203240458	0.00463681203240458	+1	ANO6,LRPAP1,CDH13,ABL2,C3,MKLN1,ABCA7,ABCA2,SDCBP,WASL,AAK1,PICALM,LGALS3,CD63,LRP1,RAB31,INSR,ITGAV,DAB2,SERPINE1,SMPD1,CLU
GO:1902041	regulation of extrinsic apoptotic signaling pathway via death domain receptors	0.004883634625135804	0.004883634625135804	+1	HMOX1,GSK3B,PMAIP1,MADD,LGALS3,TNFAIP3,ICAM1,TIMP3,SERPINE1
GO:1904036	negative regulation of epithelial cell apoptotic process	0.004883634625135804	0.004883634625135804	+1	CAST,PPARA,GAS6,WFS1,GATA2,TNFAIP3,ICAM1,SEMA5A,SERPINE1
GO:0031668	cellular response to extracellular stimulus	0.00493223068491212	0.00493223068491212	+1	RICTOR,EIF2AK3,WIPI1,FNIP1,PRKAG2,PRKAA2,PLIN3,MN1,SESN1,PMAIP1,PPARA,GAS6,WDR45,ELAPOR1,RXRA,DAP,LAMP2,PDK4,CPEB4,STK26,GABARAPL1,FOLR1,CDKN1A,LPL
GO:0140157	ammonium import across plasma membrane	0.005162064122961031	0.005162064122961031	+1	SLC12A6,SLC12A4,SLC12A7
GO:0071634	regulation of transforming growth factor beta production	0.005162064122961031	0.005162064122961031	+1	TGFB2,SMAD3,LTBP1,FBLN1,ITGB8,ATP6AP2,ITGAV,CD46
GO:0002484	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway	0.005162064122961031	0.005162064122961031	+1	HLA-A,HLA-C,HLA-B
GO:0002486	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	0.005162064122961031	0.005162064122961031	+1	HLA-A,HLA-C,HLA-B
GO:0032872	regulation of stress-activated MAPK cascade	0.005681555922848739	0.005681555922848739	+1	XIAP,TGFB2,KLHDC10,DUSP10,MINK1,CYLD,ARL6IP5,ZNF622,SASH1,APP,BMP2,SDCBP,PTK2B,IGFBP6,EGFR,NBR1,SIRPA,GSTP1,WNT7B,CCN2,DUSP1,SH3RF3
GO:0048675	axon extension	0.005681555922848739	0.005681555922848739	+1	GOLGA4,MEGF8,CYFIP1,GSK3B,USP9X,SEMA4B,ULK2,AUTS2,LIMK1,L1CAM,NRP2,SEMA5A,SEMA3B,OLFM1
GO:0051216	cartilage development	0.005870324733573055	0.005870324733573055	+1	EIF2AK3,HYAL1,FGFR3,BMP2,CD44,WNT9A,CSGALNACT1,BMP1,WNT7B,WNT10B,SULF2,ITGB8,SCIN,LOXL2,CREB3L2
GO:0051127	positive regulation of actin nucleation	0.005870324733573055	0.005870324733573055	+1	WASF2,CYFIP1,WASF3,SCIN,GSN
GO:0044088	regulation of vacuole organization	0.005870324733573055	0.005870324733573055	+1	WIPI1,RAB1B,SCARB2,CHMP4B,MTM1,WDR45,ELAPOR1,ATG2A,SEC22B,GRN
GO:0042983	amyloid precursor protein biosynthetic process	0.005870324733573055	0.005870324733573055	+1	ABCA7,ABCA2,NECAB3,ITM2B,BACE2
GO:0051403	stress-activated MAPK cascade	0.005870324733573055	0.005870324733573055	+1	XIAP,TGFB2,KLHDC10,CCM2,DUSP10,MAP2K3,MINK1,CYLD,ZFP36L1,ARL6IP5,ZNF622,SASH1,APP,BMP2,SDCBP,PTK2B,IGFBP6,EGFR,NBR1,SIRPA,GSTP1,WNT7B,CCN2,DUSP1,SH3RF3
GO:0042984	regulation of amyloid precursor protein biosynthetic process	0.005870324733573055	0.005870324733573055	+1	ABCA7,ABCA2,NECAB3,ITM2B,BACE2
GO:0061795	Golgi lumen acidification	0.005870324733573055	0.005870324733573055	+1	ATP6AP1,ATP6V1A,ATP6V1H,ATP6V1D,ATP6AP2
GO:0035751	regulation of lysosomal lumen pH	0.006230718065971582	0.006230718065971582	+1	ATP6AP1,ATP6V1A,ATP6V1H,ATP6V1D,ATP6AP2,TCIRG1,GRN
GO:1903078	positive regulation of protein localization to plasma membrane	0.006367916150420167	0.006367916150420167	+1	STX3,SPTBN1,ACSL3,EGFR,ATP2B4,LGALS3,LRP1,EPHA2,ITGB1,SQSTM1,NKD2
GO:0070302	regulation of stress-activated protein kinase signaling cascade	0.006418642418025897	0.006418642418025897	+1	XIAP,TGFB2,KLHDC10,DUSP10,MINK1,CYLD,ARL6IP5,ZNF622,SASH1,APP,BMP2,SDCBP,PTK2B,IGFBP6,EGFR,NBR1,SIRPA,GSTP1,WNT7B,CCN2,DUSP1,SH3RF3
GO:1903018	regulation of glycoprotein metabolic process	0.006782633298227425	0.006782633298227425	+1	RAB1B,ABCA7,ABCA2,TM9SF2,NECAB3,GOLGA2,ITM2B,CHP1,BACE2
GO:0044804	autophagy of nucleus	0.00680475047557258	0.00680475047557258	+1	WIPI1,RB1CC1,ULK2,WDR45,ATG2A,ATG13
GO:1904019	epithelial cell apoptotic process	0.006845782021296639	0.006845782021296639	+1	ANO6,CAST,BID,ZFP36L1,PPARA,GAS6,WFS1,COL4A3,GATA2,TNFAIP3,ICAM1,SEMA5A,GSN,SERPINE1
GO:0051453	regulation of intracellular pH	0.0072200254977332606	0.0072200254977332606	+1	SLC9A8,SLC26A6,ATP6V0D1,ATP6AP1,ATP6V1A,ATP6V1H,ATP6V1D,ATP6AP2,RAB20,TCIRG1,ATP6V0E1,CHP1,GRN
GO:0070482	response to oxygen levels	0.007291734364355345	0.007291734364355345	+1	HMOX1,MDM2,TGFB2,TMBIM6,AQP3,P4HB,CITED2,ZFP36L1,ANGPTL4,BMP2,PMAIP1,DDAH1,SMAD3,ATP6V0D1,ATP6AP1,ATP6V1A,ITPR2,ARNT2,ATP6V1G1,CPEB4,ITPR1,LOXL2,EPAS1
GO:0032526	response to retinoic acid	0.007367073438678746	0.007367073438678746	+1	SETX,AQP3,ABL2,GSK3B,PTK6,WNT9A,PTK2B,RXRA,MICB,WNT7B,WNT10B,WNT5A
GO:0071560	cellular response to transforming growth factor beta stimulus	0.007419231480608519	0.007419231480608519	+1	TGFB2,CITED2,ZFP36L1,SMURF1,USP9X,BMP2,SDCBP,SNX25,FOS,PPARA,SMAD3,LATS2,CDKN1C,LTBP1,VASN,TGFBR3,ITGB5,WNT5A,PDE2A,STAT3,FOLR1,DAB2,FBN2,GDF15,FBN1
GO:0031098	stress-activated protein kinase signaling cascade	0.007419231480608519	0.007419231480608519	+1	XIAP,TGFB2,KLHDC10,CCM2,DUSP10,MAP2K3,MINK1,CYLD,ZFP36L1,ARL6IP5,ZNF622,SASH1,APP,BMP2,SDCBP,PTK2B,IGFBP6,EGFR,NBR1,SIRPA,GSTP1,WNT7B,CCN2,DUSP1,SH3RF3
GO:0071604	transforming growth factor beta production	0.0075654240910835975	0.0075654240910835975	+1	TGFB2,SMAD3,LTBP1,FBLN1,ITGB8,ATP6AP2,ITGAV,CD46
GO:0060560	developmental growth involved in morphogenesis	0.007628224710152545	0.007628224710152545	+1	GOLGA4,MEGF8,CYFIP1,GSK3B,SMURF1,USP9X,APP,SEMA4B,COBL,ULK2,AUTS2,LIMK1,L1CAM,WNT7B,NRP2,SEMA5A,ADPRHL1,SEMA3B,OLFM1
GO:0007034	vacuolar transport	0.007790310829995875	0.007790310829995875	+1	ARL8B,M6PR,BIN1,LEPROT,SCARB2,CHMP4B,SMURF1,MTM1,ATP6V0D1,SORT1,DTX3L,RILP,NPC1,LAMP2,LRP1,LAMP1,ARSB,PSAP,GRN,CLU
GO:0034727	piecemeal microautophagy of the nucleus	0.008044954952935423	0.008044954952935423	+1	RB1CC1,ULK2,ATG2A,ATG13
GO:0048259	regulation of receptor-mediated endocytosis	0.008456505422037635	0.008456505422037635	+1	LRPAP1,C3,MKLN1,ABCA2,SDCBP,WASL,AAK1,PICALM,CD63,INSR,ITGAV,DAB2,SERPINE1,CLU
GO:0048388	endosomal lumen acidification	0.008609575821867034	0.008609575821867034	+1	ATP6AP1,ATP6V1A,ATP6V1H,ATP6V1D,ATP6AP2
GO:1900116	extracellular negative regulation of signal transduction	0.008609575821867034	0.008609575821867034	+1	LRPAP1,LTBP1,FBN2,CD46,FBN1
GO:1900115	extracellular regulation of signal transduction	0.008609575821867034	0.008609575821867034	+1	LRPAP1,LTBP1,FBN2,CD46,FBN1
GO:0030641	regulation of cellular pH	0.008960835405607472	0.008960835405607472	+1	SLC9A8,SLC26A6,ATP6V0D1,ATP6AP1,ATP6V1A,ATP6V1H,ATP6V1D,ATP6AP2,RAB20,TCIRG1,ATP6V0E1,CHP1,GRN
GO:0030199	collagen fibril organization	0.008982904459845974	0.008982904459845974	+1	TGFB2,TNXB,PLOD3,P3H4,LOXL4,COL12A1,BMP1,LOXL2,PXDN,COL5A1
GO:1903008	organelle disassembly	0.010354919228140625	0.010354919228140625	+1	WIPI1,PRKAA2,PLIN3,HK2,RIMOC1,RB1CC1,ULK2,WDR45,RETREG1,ATG2A,ATG13,NEDD9,ARFIP2,PLAAT3,GOLGA2,OPTN,GABARAPL1,SQSTM1
GO:0048144	fibroblast proliferation	0.010530957021608528	0.010530957021608528	+1	FTH1,GAS6,PARP10,GSTP1,WNT7B,FBLN1,PDGFA,CDK6,WNT5A,CDKN1A
GO:0006023	aminoglycan biosynthetic process	0.010586410025170998	0.010586410025170998	+1	CHST12,HYAL1,CHST15,B3GNT3,B3GNT9,CSGALNACT1,XYLT1,CHST3,UST,CHPF,B4GALT4,CHPF2
GO:1902905	positive regulation of supramolecular fiber organization	0.010586410025170998	0.010586410025170998	+1	WASF2,WASHC2C,BIN1,CD47,TNXB,CYFIP1,LIMCH1,APP,PTK2B,EVL,RHOC,CDC42EP2,LIMK1,CCN2,WASF3,SCIN,SEMA5A,SYNPO,GSN,CLU
GO:0030032	lamellipodium assembly	0.010753029765843988	0.010753029765843988	+1	WASF2,CDH13,GOLPH3,CYFIP1,ABLIM2,AUTS2,RHOD,ABLIM3,ARFIP2,EPHA2,ITGB1
GO:0007179	transforming growth factor beta receptor signaling pathway	0.010974314556026162	0.010974314556026162	+1	TGFB2,CITED2,SMURF1,USP9X,BMP2,SDCBP,SNX25,FOS,PPARA,SMAD3,LATS2,CDKN1C,LTBP1,VASN,TGFBR3,ITGB5,STAT3,FOLR1,DAB2,FBN2,GDF15,FBN1
GO:0010559	regulation of glycoprotein biosynthetic process	0.010982424897099765	0.010982424897099765	+1	ABCA7,ABCA2,TM9SF2,NECAB3,GOLGA2,ITM2B,CHP1,BACE2
GO:2000116	regulation of cysteine-type endopeptidase activity	0.011020374887369127	0.011020374887369127	+1	CAST,EIF2AK3,XIAP,FNIP1,BCL2L13,KLF4,BID,ARL6IP5,PMAIP1,CD44,USP47,PSMB9,SMAD3,GAS6,DNAJB6,PDCD6,COL4A3,DAP,PCID2,CYFIP2,RPS27L,CTSD,PERP,GSN
GO:0010232	vascular transport	0.011317756048700405	0.011317756048700405	+1	SLC22A5,ABCA2,SLC38A2,SLCO3A1,SLC6A6,ABCC3,ATP2B4,ABCC2,LRP1,INSR,SLC2A3,SLC22A3,TFRC,SLC7A2
